Period,ticker,total_return (%),annual_return (%),annual_volatility (%),sharpe_ratio,sortino_ratio,max_drawdown
2022-01-01_2023-01-01,XLNX,12.985,12.985,36.555,2.912,9.517,-3.210
Average,XLNX,12.985,12.985,36.555,2.912,9.517,-3.210
2012-01-01_2013-01-01,PHM,36.999,25.522,20.122,1.054,2.082,-18.707
Average,PHM,36.999,25.522,20.122,1.054,2.082,-18.707
2013-01-01_2014-01-01,WHR,14.615,10.351,13.840,0.545,1.047,-7.454
Average,WHR,14.615,10.351,13.840,0.545,1.047,-7.454
2015-01-01_2016-01-01,EW,0.024,0.017,4.547,-0.639,-0.814,-5.404
Average,EW,0.024,0.017,4.547,-0.639,-0.814,-5.404
2012-01-01_2013-01-01,RHT,-6.762,-4.930,12.931,-0.554,-0.745,-15.160
2019-01-01_2020-01-01,RHT,0.864,0.864,1.532,-1.194,-1.624,-0.586
Average,RHT,-2.949,-2.033,7.232,-0.874,-1.185,-7.873
2011-01-01_2012-01-01,JCP,-3.956,-2.889,27.909,-0.078,-0.115,-32.654
Average,JCP,-3.956,-2.889,27.909,-0.078,-0.115,-32.654
2021-01-01_2022-01-01,TPR,-7.449,-5.467,19.592,-0.340,-0.460,-20.555
Average,TPR,-7.449,-5.467,19.592,-0.340,-0.460,-20.555
2008-01-01_2009-01-01,CNX,166.829,102.716,53.815,1.497,2.359,-42.463
Average,CNX,166.829,102.716,53.815,1.497,2.359,-42.463
2017-01-01_2018-01-01,KEY,15.976,11.399,10.637,0.763,1.245,-5.570
Average,KEY,15.976,11.399,10.637,0.763,1.245,-5.570
2019-01-01_2020-01-01,NLSN,6.535,4.677,13.116,0.175,0.254,-14.222
Average,NLSN,6.535,4.677,13.116,0.175,0.254,-14.222
2018-01-01_2019-01-01,URI,-2.535,-1.837,21.394,-0.118,-0.142,-31.022
Average,URI,-2.535,-1.837,21.394,-0.118,-0.142,-31.022
2008-01-01_2009-01-01,RX,18.370,12.910,14.790,0.670,1.611,-5.261
Average,RX,18.370,12.910,14.790,0.670,1.611,-5.261
2013-01-01_2014-01-01,DXC,2.017,1.453,8.809,-0.140,-0.181,-9.010
Average,DXC,2.017,1.453,8.809,-0.140,-0.181,-9.010
2007-01-01_2008-01-01,APCC,0.000,0.000,0.000,0.000,0.000,-0.000
Average,APCC,0.000,0.000,0.000,0.000,0.000,-0.000
2016-01-01_2017-01-01,GAS,1.177,1.177,2.103,-0.610,-0.779,-0.982
Average,GAS,1.177,1.177,2.103,-0.610,-0.779,-0.982
2007-01-01_2008-01-01,AMZN,3.639,2.622,11.443,0.014,0.036,-14.496
2010-01-01_2011-01-01,AMZN,25.418,17.878,19.898,0.755,1.281,-18.722
Average,AMZN,14.528,10.250,15.670,0.384,0.659,-16.609
2009-01-01_2010-01-01,APOL,-2.106,-1.525,16.628,-0.190,-0.245,-26.784
Average,APOL,-2.106,-1.525,16.628,-0.190,-0.245,-26.784
2022-01-01_2023-01-01,TSLA,-59.743,-48.355,45.855,-1.250,-1.595,-65.245
Average,TSLA,-59.743,-48.355,45.855,-1.250,-1.595,-65.245
2021-01-01_2022-01-01,GM,-3.694,-2.696,16.972,-0.253,-0.347,-16.759
Average,GM,-3.694,-2.696,16.972,-0.253,-0.347,-16.759
2016-01-01_2017-01-01,ATVI,-0.860,-0.625,17.300,-0.125,-0.153,-19.107
Average,ATVI,-0.860,-0.625,17.300,-0.125,-0.153,-19.107
2004-01-01_2005-01-01,ESRX,-12.834,-9.416,12.897,-0.922,-1.077,-21.632
2006-01-01_2007-01-01,ESRX,-11.961,-8.861,19.760,-0.515,-0.629,-28.290
Average,ESRX,-12.398,-9.139,16.329,-0.718,-0.853,-24.961
2017-01-01_2018-01-01,CFG,28.132,19.787,10.623,1.433,2.901,-5.636
Average,CFG,28.132,19.787,10.623,1.433,2.901,-5.636
2020-01-01_2021-01-01,QRVO,-4.820,-3.495,35.075,-0.014,-0.015,-32.179
Average,QRVO,-4.820,-3.495,35.075,-0.014,-0.015,-32.179
2006-01-01_2007-01-01,CIEN,2.307,1.675,34.467,0.127,0.192,-23.608
2007-01-01_2008-01-01,CIEN,14.134,10.047,15.040,0.496,0.818,-8.712
Average,CIEN,8.220,5.861,24.753,0.312,0.505,-16.160
2007-01-01_2008-01-01,JNPR,27.012,18.904,17.502,0.884,1.292,-11.206
Average,JNPR,27.012,18.904,17.502,0.884,1.292,-11.206
2008-01-01_2009-01-01,DE,-37.486,-28.698,35.372,-0.846,-1.105,-59.076
Average,DE,-37.486,-28.698,35.372,-0.846,-1.105,-59.076
2004-01-01_2005-01-01,NOVL,-1.242,-0.896,24.629,-0.040,-0.054,-19.241
Average,NOVL,-1.242,-0.896,24.629,-0.040,-0.054,-19.241
2023-01-01_2024-01-01,RCL,-2.967,-2.170,13.303,-0.324,-0.427,-21.794
Average,RCL,-2.967,-2.170,13.303,-0.324,-0.427,-21.794
2015-01-01_2016-01-01,MNST,4.625,3.319,16.305,0.088,0.180,-14.571
Average,MNST,4.625,3.319,16.305,0.088,0.180,-14.571
2005-01-01_2006-01-01,UVN,56.674,38.552,42.269,0.888,1.524,-16.291
Average,UVN,56.674,38.552,42.269,0.888,1.524,-16.291
2023-01-01_2024-01-01,SLB,10.116,7.271,18.975,0.296,0.429,-15.027
Average,SLB,10.116,7.271,18.975,0.296,0.429,-15.027
2009-01-01_2010-01-01,PBCT,4.864,3.489,11.432,0.086,0.137,-6.345
Average,PBCT,4.864,3.489,11.432,0.086,0.137,-6.345
2014-01-01_2015-01-01,DAL,27.010,18.844,10.052,1.433,2.531,-4.917
Average,DAL,27.010,18.844,10.052,1.433,2.531,-4.917
2018-01-01_2019-01-01,ALGN,-17.037,-12.616,31.964,-0.344,-0.401,-45.508
2020-01-01_2021-01-01,ALGN,26.167,18.217,27.658,0.620,0.944,-26.915
2021-01-01_2022-01-01,ALGN,28.701,20.111,22.979,0.762,1.205,-20.263
Average,ALGN,12.610,8.570,27.534,0.346,0.583,-30.895
2008-01-01_2009-01-01,RIG,-42.350,-32.737,43.405,-0.749,-0.991,-51.195
Average,RIG,-42.350,-32.737,43.405,-0.749,-0.991,-51.195
2017-01-01_2018-01-01,RF,19.130,13.597,10.741,0.935,1.385,-9.097
Average,RF,19.130,13.597,10.741,0.935,1.385,-9.097
2004-01-01_2005-01-01,CTX,13.109,9.274,15.289,0.446,0.685,-16.097
Average,CTX,13.109,9.274,15.289,0.446,0.685,-16.097
2020-01-01_2021-01-01,TIF,-6.639,-4.826,20.591,-0.282,-0.368,-17.129
Average,TIF,-6.639,-4.826,20.591,-0.282,-0.368,-17.129
2014-01-01_2015-01-01,FSLR,-29.937,-22.655,23.577,-1.078,-1.268,-40.227
2023-01-01_2024-01-01,FSLR,48.038,33.072,33.245,0.904,1.803,-21.866
Average,FSLR,9.051,5.209,28.411,-0.087,0.268,-31.047
2019-01-01_2020-01-01,SBUX,-5.979,-4.354,5.408,-1.339,-1.543,-10.108
Average,SBUX,-5.979,-4.354,5.408,-1.339,-1.543,-10.108
2015-01-01_2016-01-01,VRTX,25.277,17.671,18.097,0.803,1.259,-15.164
Average,VRTX,25.277,17.671,18.097,0.803,1.259,-15.164
2019-01-01_2020-01-01,WBA,-8.885,-6.498,9.952,-0.916,-1.027,-16.353
Average,WBA,-8.885,-6.498,9.952,-0.916,-1.027,-16.353
2009-01-01_2010-01-01,FDO,7.391,5.284,11.346,0.231,0.771,-5.874
Average,FDO,7.391,5.284,11.346,0.231,0.771,-5.874
2004-01-01_2005-01-01,NCR,21.389,14.976,11.494,0.982,2.890,-5.626
Average,NCR,21.389,14.976,11.494,0.982,2.890,-5.626
2014-01-01_2015-01-01,NFLX,26.127,18.247,16.594,0.889,1.451,-17.933
Average,NFLX,26.127,18.247,16.594,0.889,1.451,-17.933
2012-01-01_2013-01-01,GWW,27.570,19.222,14.882,1.026,2.066,-7.963
Average,GWW,27.570,19.222,14.882,1.026,2.066,-7.963
2022-01-01_2023-01-01,F,-24.961,-18.824,27.998,-0.700,-0.940,-34.100
Average,F,-24.961,-18.824,27.998,-0.700,-0.940,-34.100
2023-01-01_2024-01-01,GILD,6.024,4.353,8.556,0.177,0.291,-5.133
Average,GILD,6.024,4.353,8.556,0.177,0.291,-5.133
2005-01-01_2006-01-01,DALRQ,-46.389,-36.412,55.376,-0.572,-0.716,-63.755
Average,DALRQ,-46.389,-36.412,55.376,-0.572,-0.716,-63.755
2004-01-01_2005-01-01,AET,10.283,7.301,12.141,0.379,0.602,-14.823
Average,AET,10.283,7.301,12.141,0.379,0.602,-14.823
2013-01-01_2014-01-01,ANF,-3.712,-2.694,19.871,-0.183,-0.198,-30.406
Average,ANF,-3.712,-2.694,19.871,-0.183,-0.198,-30.406
2013-01-01_2014-01-01,THC,18.170,12.812,18.490,0.566,0.845,-10.813
Average,THC,18.170,12.812,18.490,0.566,0.845,-10.813
2020-01-01_2021-01-01,STT,9.351,6.648,40.885,0.279,0.418,-41.608
Average,STT,9.351,6.648,40.885,0.279,0.418,-41.608
2017-01-01_2018-01-01,LNC,18.589,13.221,10.513,0.922,1.529,-5.914
Average,LNC,18.589,13.221,10.513,0.922,1.529,-5.914
2011-01-01_2012-01-01,KMX,3.828,2.766,20.200,0.082,0.118,-19.581
Average,KMX,3.828,2.766,20.200,0.082,0.118,-19.581
2005-01-01_2006-01-01,AMD,34.164,23.792,14.047,1.343,2.556,-5.002
2010-01-01_2011-01-01,AMD,37.839,26.245,21.106,1.042,1.741,-15.340
Average,AMD,36.001,25.018,17.576,1.192,2.148,-10.171
2015-01-01_2016-01-01,LUV,-8.449,-6.175,17.387,-0.447,-0.568,-24.989
Average,LUV,-8.449,-6.175,17.387,-0.447,-0.568,-24.989
2022-01-01_2023-01-01,DVN,58.757,39.887,16.812,1.858,6.066,-8.510
Average,DVN,58.757,39.887,16.812,1.858,6.066,-8.510
2023-01-01_2024-01-01,APA,-9.230,-6.810,23.292,-0.313,-0.421,-21.994
Average,APA,-9.230,-6.810,23.292,-0.313,-0.421,-21.994
2010-01-01_2011-01-01,BDK,3.551,3.551,15.733,0.914,2.486,-5.180
Average,BDK,3.551,3.551,15.733,0.914,2.486,-5.180
2011-01-01_2012-01-01,MEE,17.527,17.527,14.186,1.973,4.435,-6.830
Average,MEE,17.527,17.527,14.186,1.973,4.435,-6.830
2016-01-01_2017-01-01,CAM,11.929,11.929,15.019,2.411,8.240,-2.421
Average,CAM,11.929,11.929,15.019,2.411,8.240,-2.421
2005-01-01_2006-01-01,KMG,58.227,39.548,44.304,0.879,1.531,-27.607
Average,KMG,58.227,39.548,44.304,0.879,1.531,-27.607
2018-01-01_2019-01-01,DLTR,8.078,5.770,6.998,0.388,0.847,-4.050
Average,DLTR,8.078,5.770,6.998,0.388,0.847,-4.050
2013-01-01_2014-01-01,GME,2.566,1.847,12.146,-0.040,-0.037,-12.762
Average,GME,2.566,1.847,12.146,-0.040,-0.037,-12.762
2006-01-01_2007-01-01,A,-0.288,-0.210,16.730,-0.112,-0.159,-19.712
Average,A,-0.288,-0.210,16.730,-0.112,-0.159,-19.712
2021-01-01_2022-01-01,GE,24.639,17.345,19.732,0.737,1.193,-8.765
Average,GE,24.639,17.345,19.732,0.737,1.193,-8.765
2011-01-01_2012-01-01,NVDA,-12.090,-8.933,23.489,-0.406,-0.631,-35.973
2016-01-01_2017-01-01,NVDA,54.122,36.909,29.430,1.071,3.381,-9.793
2017-01-01_2018-01-01,NVDA,15.595,11.132,9.289,0.834,1.484,-6.249
2022-01-01_2023-01-01,NVDA,-24.133,-18.174,38.314,-0.403,-0.534,-41.951
Average,NVDA,8.373,5.233,25.130,0.274,0.925,-23.492
2009-01-01_2010-01-01,AYE,-1.998,-1.447,8.164,-0.504,-0.560,-10.210
2010-01-01_2011-01-01,AYE,-8.826,-6.490,22.983,-0.306,-0.427,-26.489
Average,AYE,-5.412,-3.968,15.574,-0.405,-0.494,-18.350
2016-01-01_2017-01-01,ARG,0.000,0.000,0.000,0.000,0.000,-0.000
Average,ARG,0.000,0.000,0.000,0.000,0.000,-0.000
2015-01-01_2016-01-01,AABA,0.812,0.586,18.950,-0.037,-0.044,-29.990
Average,AABA,0.812,0.586,18.950,-0.037,-0.044,-29.990
2010-01-01_2011-01-01,CLF,-12.843,-9.501,28.476,-0.310,-0.433,-34.817
Average,CLF,-12.843,-9.501,28.476,-0.310,-0.433,-34.817
2018-01-01_2019-01-01,DHI,-10.469,-7.675,21.487,-0.400,-0.529,-22.196
Average,DHI,-10.469,-7.675,21.487,-0.400,-0.529,-22.196
2012-01-01_2013-01-01,FFIV,-7.160,-5.223,21.427,-0.282,-0.384,-29.302
Average,FFIV,-7.160,-5.223,21.427,-0.282,-0.384,-29.302
Average,All,6.632,4.314,20.038,0.197,0.595,-19.407
