Period,ticker,total_return (%),annual_return (%),annual_volatility (%),sharpe_ratio,sortino_ratio,max_drawdown
2005-01-01_2006-01-01,AMD,53.618,34.942,37.082,0.929,0.952,-29.638
2010-01-01_2011-01-01,AMD,-15.490,-11.084,37.388,-0.205,-0.265,-44.650
Average,AMD,19.064,11.929,37.235,0.362,0.344,-37.144
2015-01-01_2016-01-01,LUV,1.537,1.065,26.789,0.063,0.083,-30.899
Average,LUV,1.537,1.065,26.789,0.063,0.083,-30.899
2022-01-01_2023-01-01,DVN,36.821,24.464,44.337,0.650,0.863,-33.369
Average,DVN,36.821,24.464,44.337,0.650,0.863,-33.369
2023-01-01_2024-01-01,APA,-12.946,-9.249,30.092,-0.271,-0.376,-29.803
Average,APA,-12.946,-9.249,30.092,-0.271,-0.376,-29.803
2010-01-01_2011-01-01,BDK,13.797,13.797,23.517,2.298,4.143,-10.570
Average,BDK,13.797,13.797,23.517,2.298,4.143,-10.570
2011-01-01_2012-01-01,MEE,15.061,15.061,30.523,0.869,1.335,-16.243
Average,MEE,15.061,15.061,30.523,0.869,1.335,-16.243
2016-01-01_2017-01-01,CAM,6.431,6.431,22.968,0.827,1.279,-7.554
Average,CAM,6.431,6.431,22.968,0.827,1.279,-7.554
2005-01-01_2006-01-01,KMG,16.880,11.503,56.823,0.421,0.598,-41.267
Average,KMG,16.880,11.503,56.823,0.421,0.598,-41.267
2018-01-01_2019-01-01,DLTR,-16.451,-11.731,29.585,-0.366,-0.375,-31.662
Average,DLTR,-16.451,-11.731,29.585,-0.366,-0.375,-31.662
2013-01-01_2014-01-01,GME,98.016,60.684,31.882,1.555,2.219,-21.245
Average,GME,98.016,60.684,31.882,1.555,2.219,-21.245
2006-01-01_2007-01-01,A,10.502,7.241,23.740,0.288,0.373,-30.716
Average,A,10.502,7.241,23.740,0.288,0.373,-30.716
2021-01-01_2022-01-01,GE,13.508,9.248,26.972,0.352,0.521,-21.366
Average,GE,13.508,9.248,26.972,0.352,0.521,-21.366
2011-01-01_2012-01-01,NVDA,-27.885,-20.403,45.744,-0.338,-0.518,-53.859
2016-01-01_2017-01-01,NVDA,227.287,128.798,38.914,2.234,4.354,-22.157
2017-01-01_2018-01-01,NVDA,88.289,55.732,33.335,1.405,2.030,-19.702
2022-01-01_2023-01-01,NVDA,-48.899,-37.416,51.542,-0.709,-1.014,-60.481
Average,NVDA,59.698,31.678,42.384,0.648,1.213,-39.050
2009-01-01_2010-01-01,AYE,94.768,58.850,143.193,0.660,5.276,-26.484
2010-01-01_2011-01-01,AYE,-14.858,-10.621,38.727,-0.175,-0.243,-42.453
Average,AYE,39.955,24.115,90.960,0.242,2.517,-34.469
2016-01-01_2017-01-01,ARG,3.876,3.876,2.420,1.828,2.852,-0.497
Average,ARG,3.876,3.876,2.420,1.828,2.852,-0.497
2015-01-01_2016-01-01,AABA,-32.795,-24.111,25.358,-1.077,-1.433,-44.643
Average,AABA,-32.795,-24.111,25.358,-1.077,-1.433,-44.643
2010-01-01_2011-01-01,CLF,56.148,36.490,46.045,0.842,1.181,-40.662
Average,CLF,56.148,36.490,46.045,0.842,1.181,-40.662
2018-01-01_2019-01-01,DHI,-32.959,-24.239,26.594,-1.022,-1.324,-36.798
Average,DHI,-32.959,-24.239,26.594,-1.022,-1.324,-36.798
2012-01-01_2013-01-01,FFIV,-4.720,-3.301,32.248,-0.035,-0.046,-39.648
Average,FFIV,-4.720,-3.301,32.248,-0.035,-0.046,-39.648
Average,All,17.952,9.916,37.421,0.384,0.694,-32.596
